,full_name,age_201718,birthday,league_201718,season_201718,position_201718,Current Club_201718,minutes_played_overall_201718,nationality_201718,appearances_overall_201718,goals_overall_201718,assists_overall_201718,penalty_goals_201718,penalty_misses_201718,clean_sheets_overall_201718,conceded_overall_201718,yellow_cards_overall_201718,red_cards_overall_201718,goals_involved_per_90_overall_201718,assists_per_90_overall_201718,goals_per_90_overall_201718,min_per_goal_overall_201718,conceded_per_90_overall_201718,min_per_conceded_overall_201718,min_per_match_201718,min_per_card_overall_201718,min_per_assist_overall_201718,cards_per_90_overall_201718,rank_in_league_top_attackers_201718,rank_in_league_top_midfielders_201718,rank_in_league_top_defenders_201718,rank_in_club_top_scorer_201718,age_201819,league_201819,season_201819,position_201819,Current Club_201819,minutes_played_overall_201819,nationality_201819,appearances_overall_201819,goals_overall_201819,assists_overall_201819,penalty_goals_201819,penalty_misses_201819,clean_sheets_overall_201819,conceded_overall_201819,yellow_cards_overall_201819,red_cards_overall_201819,goals_involved_per_90_overall_201819,assists_per_90_overall_201819,goals_per_90_overall_201819,min_per_goal_overall_201819,conceded_per_90_overall_201819,min_per_conceded_overall_201819,min_per_match_201819,min_per_card_overall_201819,min_per_assist_overall_201819,cards_per_90_overall_201819,rank_in_league_top_attackers_201819,rank_in_league_top_midfielders_201819,rank_in_league_top_defenders_201819,rank_in_club_top_scorer_201819,age_201920,league_201920,season_201920,position_201920,Current Club_201920,minutes_played_overall_201920,nationality_201920,appearances_overall_201920,goals_overall_201920,assists_overall_201920,penalty_goals_201920,penalty_misses_201920,clean_sheets_overall_201920,conceded_overall_201920,yellow_cards_overall_201920,red_cards_overall_201920,goals_involved_per_90_overall_201920,assists_per_90_overall_201920,goals_per_90_overall_201920,min_per_goal_overall_201920,conceded_per_90_overall_201920,min_per_conceded_overall_201920,min_per_match_201920,min_per_card_overall_201920,min_per_assist_overall_201920,cards_per_90_overall_201920,rank_in_league_top_attackers_201920,rank_in_league_top_midfielders_201920,rank_in_league_top_defenders_201920,rank_in_club_top_scorer_201920
365,Lewis Cook,23,854928000,Premier League,2017/2018,Midfielder,AFC Bournemouth,2238,England,29,0,2,0,0,5,39,5,0,0.08,0.08,0.0,0,1.57,57,77,448,1119,0.2,266,157,-1,16,23.0,Premier League,2018/2019,Midfielder,AFC Bournemouth,721.0,England,13.0,0.0,0.0,0.0,0.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.25,72.0,55.0,361.0,0.0,0.25,362.0,393.0,-1.0,24.0,23.0,Premier League,2019/2020,Midfielder,AFC Bournemouth,1345.0,England,27.0,0.0,0.0,0.0,0.0,3.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,1.87,48.0,50.0,269.0,0.0,0.33,308.0,269.0,-1.0,20.0
366,Lewis Dunk,29,690681600,Premier League,2017/2018,Defender,Brighton & Hove Albion,3420,England,38,1,1,0,0,10,52,7,0,0.05,0.03,0.03,3420,1.37,66,90,489,3420,0.18,234,243,97,9,29.0,Premier League,2018/2019,Defender,Brighton & Hove Albion,3153.0,England,36.0,2.0,1.0,0.0,0.0,7.0,53.0,7.0,1.0,0.09,0.03,0.06,1577.0,1.51,59.0,88.0,450.0,3153.0,0.2,203.0,252.0,120.0,5.0,29.0,Premier League,2019/2020,Defender,Brighton & Hove Albion,3231.0,England,36.0,3.0,3.0,0.0,0.0,9.0,47.0,9.0,0.0,0.17,0.08,0.08,1077.0,1.31,69.0,90.0,359.0,1077.0,0.25,182.0,161.0,92.0,4.0
367,Liam Rosenior,36,458179200,Premier League,2017/2018,Defender,Brighton & Hove Albion,162,England,3,0,0,0,0,1,3,0,0,0.0,0.0,0.0,0,1.67,54,54,0,0,0.0,-1,-1,-1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Loris Karius,27,740707200,Premier League,2017/2018,Goalkeeper,Liverpool,1710,Germany,19,0,0,0,0,10,12,1,0,0.0,0.0,0.0,0,0.63,143,90,1710,0,0.05,350,258,9,21,27.0,Premier League,2018/2019,Goalkeeper,Liverpool,0.0,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Lucas Rodrigues Moura da Silva,28,713664000,Premier League,2017/2018,Midfielder,Tottenham Hotspur,208,Brazil,6,0,1,0,0,2,5,0,0,0.43,0.43,0.0,0,2.16,42,35,0,208,0.0,-1,-1,-1,23,28.0,Premier League,2018/2019,Midfielder,Tottenham Hotspur,2127.0,Brazil,32.0,10.0,0.0,0.0,0.0,12.0,16.0,3.0,0.0,0.42,0.0,0.42,213.0,0.68,133.0,66.0,709.0,0.0,0.13,30.0,279.0,-1.0,3.0,28.0,Premier League,2019/2020,Midfielder,Tottenham Hotspur,2246.0,Brazil,35.0,4.0,4.0,0.0,0.0,8.0,27.0,3.0,0.0,0.32,0.16,0.16,562.0,1.08,83.0,64.0,749.0,562.0,0.12,108.0,85.0,-1.0,4.0
370,Luciano Narsingh,30,653184000,Premier League,2017/2018,Forward,Swansea City,616,Netherlands,18,1,0,0,0,2,14,0,0,0.15,0.0,0.15,616,2.05,44,34,0,0,0.0,125,339,-1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Luka Milivojević,29,670982400,Premier League,2017/2018,Midfielder,Crystal Palace,3082,Serbia,36,10,1,7,1,8,51,8,0,0.32,0.03,0.29,308,1.49,60,86,385,3082,0.23,58,239,-1,1,29.0,Premier League,2018/2019,Midfielder,Crystal Palace,3420.0,Serbia,38.0,12.0,2.0,10.0,1.0,12.0,47.0,10.0,0.0,0.37,0.05,0.32,285.0,1.24,73.0,90.0,342.0,1710.0,0.26,59.0,210.0,-1.0,1.0,29.0,Premier League,2019/2020,Midfielder,Crystal Palace,2514.0,Serbia,31.0,3.0,1.0,2.0,0.0,8.0,36.0,12.0,0.0,0.14,0.04,0.11,838.0,1.29,70.0,81.0,210.0,2514.0,0.43,143.0,225.0,-1.0,4.0
372,Lukas Nmecha,22,913593600,Premier League,2017/2018,Forward,Manchester City,14,England,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,7,0,0,0.0,-1,-1,-1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Luke Garbutt,27,737942400,Premier League,2017/2018,Defender,Everton,0,England,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Luke Shaw,25,805507200,Premier League,2017/2018,Defender,Manchester United,788,England,11,0,0,0,0,8,2,2,0,0.0,0.0,0.0,0,0.23,394,72,394,0,0.23,252,287,2,25,25.0,Premier League,2018/2019,Defender,Manchester United,2592.0,England,29.0,1.0,4.0,0.0,0.0,6.0,36.0,11.0,0.0,0.17,0.14,0.03,2592.0,1.25,72.0,89.0,236.0,648.0,0.38,262.0,105.0,77.0,13.0,25.0,Premier League,2019/2020,Defender,Manchester United,1734.0,England,24.0,0.0,0.0,0.0,0.0,9.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.78,116.0,72.0,248.0,0.0,0.36,385.0,350.0,9.0,28.0
375,Lys Mousset,24,823737600,Premier League,2017/2018,Forward,AFC Bournemouth,581,France,23,2,0,0,0,2,12,1,0,0.31,0.0,0.31,291,1.86,48,25,581,0,0.15,51,365,-1,7,24.0,Premier League,2018/2019,Forward,AFC Bournemouth,345.0,France,24.0,1.0,0.0,0.0,0.0,5.0,13.0,1.0,0.0,0.26,0.0,0.26,345.0,3.39,27.0,14.0,345.0,0.0,0.26,75.0,395.0,-1.0,11.0,24.0,Premier League,2019/2020,Forward,Sheffield United,1232.0,France,30.0,6.0,4.0,0.0,0.0,11.0,14.0,1.0,0.0,0.73,0.29,0.44,205.0,1.02,88.0,41.0,1232.0,308.0,0.07,29.0,27.0,-1.0,1.0
376,Maarten Stekelenburg,38,401500800,Premier League,2017/2018,Goalkeeper,Everton,0,Netherlands,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,38.0,Premier League,2018/2019,Goalkeeper,Everton,0.0,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,38.0,Premier League,2019/2020,Goalkeeper,Everton,0.0,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
377,Mamadou Sakho,30,634867200,Premier League,2017/2018,Defender,Crystal Palace,1600,France,19,1,2,0,0,6,23,1,0,0.17,0.11,0.06,1600,1.29,70,84,1600,800,0.06,197,122,80,10,30.0,Premier League,2018/2019,Defender,Crystal Palace,2417.0,France,27.0,0.0,0.0,0.0,0.0,9.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,1.19,76.0,90.0,1209.0,0.0,0.07,322.0,403.0,64.0,21.0,30.0,Premier League,2019/2020,Defender,Crystal Palace,932.0,France,14.0,0.0,0.0,0.0,0.0,3.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,1.83,49.0,67.0,311.0,0.0,0.29,297.0,292.0,151.0,16.0
378,Mame Biram Diouf,33,566611200,Premier League,2017/2018,Forward,Stoke City,2602,Senegal,35,6,2,0,0,6,49,6,0,0.28,0.07,0.21,434,1.69,53,74,434,1301,0.21,88,173,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Manolo Gabbiadini,29,691113600,Premier League,2017/2018,Forward,Southampton,1072,Italy,28,5,0,1,0,7,17,2,0,0.42,0.0,0.42,214,1.43,63,38,536,0,0.17,28,401,-1,3,29.0,Premier League,2018/2019,Forward,Southampton,470.0,Italy,12.0,1.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.19,0.0,0.19,470.0,2.11,43.0,39.0,0.0,0.0,0.0,100.0,357.0,-1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Manuel Lanzini,27,729734400,Premier League,2017/2018,Midfielder,West Ham United,2047,Argentina,27,5,6,0,1,6,42,4,0,0.48,0.26,0.22,409,1.85,49,76,512,341,0.18,78,29,-1,3,27.0,Premier League,2018/2019,Midfielder,West Ham United,688.0,Argentina,10.0,1.0,1.0,0.0,0.0,2.0,11.0,2.0,0.0,0.26,0.13,0.13,688.0,1.44,63.0,69.0,344.0,688.0,0.26,130.0,111.0,-1.0,12.0,27.0,Premier League,2019/2020,Midfielder,West Ham United,1377.0,Argentina,24.0,0.0,2.0,0.0,0.0,3.0,27.0,1.0,0.0,0.13,0.13,0.0,0.0,1.76,51.0,57.0,1377.0,689.0,0.07,354.0,100.0,-1.0,26.0
381,Marc Albrighton,31,627350400,Premier League,2017/2018,Midfielder,Leicester City,2544,England,34,2,7,0,0,9,38,6,1,0.32,0.25,0.07,1272,1.34,67,75,363,363,0.25,190,34,-1,8,31.0,Premier League,2018/2019,Midfielder,Leicester City,1626.0,England,27.0,2.0,2.0,0.0,0.0,9.0,17.0,3.0,0.0,0.22,0.11,0.11,813.0,0.94,96.0,60.0,542.0,813.0,0.17,156.0,140.0,-1.0,8.0,31.0,Premier League,2019/2020,Midfielder,Leicester City,863.0,England,20.0,0.0,3.0,0.0,0.0,6.0,10.0,2.0,0.0,0.31,0.31,0.0,0.0,1.04,86.0,43.0,432.0,288.0,0.21,380.0,22.0,-1.0,19.0
382,Marc Pugh,33,544320000,Premier League,2017/2018,Midfielder,AFC Bournemouth,983,England,20,0,0,0,0,6,17,2,0,0.0,0.0,0.0,0,1.56,58,49,492,0,0.18,391,333,-1,21,33.0,Premier League,2018/2019,Midfielder,AFC Bournemouth,0.0,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Marcos Alonso,29,662342400,Premier League,2017/2018,Defender,Chelsea,2860,Spain,33,7,2,0,0,14,27,6,0,0.28,0.06,0.22,409,0.85,106,87,477,1430,0.19,82,184,30,3,29.0,Premier League,2018/2019,Defender,Chelsea,2761.0,Spain,31.0,2.0,4.0,0.0,0.0,14.0,28.0,6.0,0.0,0.2,0.13,0.07,1381.0,0.91,99.0,89.0,460.0,690.0,0.2,191.0,112.0,22.0,10.0,29.0,Premier League,2019/2020,Defender,Chelsea,1430.0,Spain,18.0,4.0,2.0,0.0,0.0,6.0,18.0,4.0,0.0,0.38,0.13,0.25,358.0,1.13,79.0,79.0,358.0,715.0,0.25,70.0,96.0,52.0,6.0
384,Marcus Browne,23,882403200,Premier League,2017/2018,Midfielder,West Ham United,0,England,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Marcus Rashford,23,878256000,Premier League,2017/2018,Forward,Manchester United,1805,England,35,7,5,0,0,19,15,3,0,0.6,0.25,0.35,258,0.75,120,52,602,361,0.15,42,32,-1,5,23.0,Premier League,2018/2019,Forward,Manchester United,2362.0,England,33.0,10.0,6.0,0.0,0.0,6.0,34.0,4.0,1.0,0.61,0.23,0.38,236.0,1.3,69.0,72.0,472.0,394.0,0.19,41.0,52.0,-1.0,3.0,23.0,Premier League,2019/2020,Forward,Manchester United,2655.0,England,31.0,17.0,7.0,6.0,2.0,9.0,26.0,3.0,0.0,0.81,0.24,0.58,156.0,0.88,102.0,86.0,885.0,379.0,0.1,17.0,39.0,-1.0,1.0
386,Mario Lemina,27,746841600,Premier League,2017/2018,Midfielder,Southampton,1723,Gabon,25,1,1,0,0,5,29,2,0,0.1,0.05,0.05,1723,1.51,59,69,862,1723,0.1,219,208,-1,12,27.0,Premier League,2018/2019,Midfielder,Southampton,1615.0,Gabon,21.0,1.0,1.0,0.0,0.0,4.0,32.0,5.0,0.0,0.11,0.06,0.06,1615.0,1.78,50.0,77.0,323.0,1615.0,0.28,211.0,195.0,-1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Mark Noble,33,547430400,Premier League,2017/2018,Midfielder,West Ham United,2404,England,29,4,0,2,0,8,43,6,0,0.15,0.0,0.15,601,1.61,56,83,401,0,0.22,119,370,-1,4,33.0,Premier League,2018/2019,Midfielder,West Ham United,2308.0,England,31.0,5.0,5.0,4.0,0.0,7.0,29.0,7.0,1.0,0.39,0.19,0.19,462.0,1.13,80.0,74.0,289.0,462.0,0.31,96.0,70.0,-1.0,5.0,33.0,Premier League,2019/2020,Midfielder,West Ham United,2686.0,England,33.0,4.0,3.0,3.0,0.0,7.0,43.0,5.0,0.0,0.23,0.1,0.13,672.0,1.44,62.0,81.0,537.0,895.0,0.17,127.0,135.0,-1.0,5.0
388,Marko Arnautović,31,608947200,Premier League,2017/2018,Forward,West Ham United,2323,Austria,31,11,6,0,0,8,46,6,1,0.66,0.23,0.43,211,1.78,51,75,332,387,0.27,27,43,-1,1,31.0,Premier League,2018/2019,Forward,West Ham United,2000.0,Austria,28.0,10.0,4.0,1.0,0.0,5.0,31.0,3.0,0.0,0.63,0.18,0.45,200.0,1.4,65.0,71.0,667.0,500.0,0.14,26.0,76.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Marko Grujić,24,829353600,Premier League,2017/2018,Midfielder,Liverpool,13,Serbia,3,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0,4,0,0,0.0,-1,-1,-1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Markus Suttner,33,545529600,Premier League,2017/2018,Defender,Brighton & Hove Albion,1178,Austria,14,0,0,0,0,4,17,0,0,0.0,0.0,0.0,0,1.3,69,84,0,0,0.0,411,346,85,19,33.0,Premier League,2018/2019,Defender,Brighton & Hove Albion,0.0,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Marouane Fellaini,33,564537600,Premier League,2017/2018,Midfielder,Manchester United,612,Belgium,16,4,0,0,0,10,1,1,0,0.59,0.0,0.59,153,0.15,612,38,612,0,0.15,11,406,-1,7,33.0,Premier League,2018/2019,Midfielder,Manchester United,744.0,Belgium,14.0,0.0,1.0,0.0,0.0,2.0,13.0,1.0,0.0,0.12,0.12,0.0,0.0,1.57,57.0,53.0,744.0,744.0,0.12,341.0,129.0,-1.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Martin Cranie,34,528076800,Premier League,2017/2018,Defender,Huddersfield Town,180,England,3,0,0,0,0,1,7,0,0,0.0,0.0,0.0,0,3.5,26,60,0,0,0.0,-1,-1,-1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Martin Dúbravka,31,600825600,Premier League,2017/2018,Goalkeeper,Newcastle United,1080,Slovakia,12,0,0,0,0,4,11,0,0,0.0,0.0,0.0,0,0.92,98,90,0,0,0.0,253,265,46,27,31.0,Premier League,2018/2019,Goalkeeper,Newcastle United,3420.0,Slovakia,38.0,0.0,0.0,0.0,0.0,11.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,1.16,78.0,90.0,3420.0,0.0,0.03,345.0,317.0,58.0,18.0,31.0,Premier League,2019/2020,Goalkeeper,Newcastle United,3420.0,Slovakia,38.0,0.0,0.0,0.0,0.0,11.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,67.0,90.0,0.0,0.0,0.0,375.0,375.0,102.0,25.0
394,Martin Kelly,30,641174400,Premier League,2017/2018,Defender,Crystal Palace,1194,England,15,0,0,0,0,4,20,1,0,0.0,0.0,0.0,0,1.51,60,80,1194,0,0.08,262,383,137,17,30.0,Premier League,2018/2019,Defender,Crystal Palace,1110.0,England,13.0,0.0,0.0,0.0,0.0,3.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,1.46,62.0,85.0,555.0,0.0,0.16,326.0,350.0,110.0,18.0,30.0,Premier League,2019/2020,Defender,Crystal Palace,1550.0,England,19.0,0.0,1.0,0.0,0.0,6.0,16.0,0.0,0.0,0.06,0.06,0.0,0.0,0.93,97.0,82.0,0.0,1550.0,0.0,332.0,204.0,32.0,25.0
395,Martin Olsson,32,579830400,Premier League,2017/2018,Defender,Swansea City,3154,Sweden,36,0,1,0,0,9,48,7,0,0.03,0.03,0.0,0,1.37,66,88,451,3154,0.2,321,231,98,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Marvin Zeegelaar,30,650419200,Premier League,2017/2018,Defender,Watford,995,Netherlands,12,0,1,0,0,2,15,5,1,0.09,0.09,0.0,0,1.36,66,83,166,995,0.54,282,142,92,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Mason Holgate,24,845942400,Premier League,2017/2018,Defender,Everton,1182,England,15,0,0,0,0,5,14,3,0,0.0,0.0,0.0,0,1.07,84,79,394,0,0.23,310,382,58,20,24.0,Premier League,2018/2019,Defender,Everton,407.0,England,5.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.99,45.0,81.0,407.0,0.0,0.22,414.0,390.0,160.0,16.0,24.0,Premier League,2019/2020,Defender,Everton,2053.0,England,27.0,0.0,3.0,0.0,0.0,7.0,28.0,5.0,0.0,0.13,0.13,0.0,0.0,1.23,73.0,76.0,411.0,684.0,0.22,397.0,102.0,70.0,18.0
398,Massadio Haïdara,28,723254400,Premier League,2017/2018,Defender,Newcastle United,3,France,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0,3,0,0,0.0,-1,-1,-1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Mathew Ryan,28,702691200,Premier League,2017/2018,Goalkeeper,Brighton & Hove Albion,3420,Australia,38,0,0,0,0,10,52,0,0,0.0,0.0,0.0,0,1.37,66,90,0,0,0.0,409,353,95,24,28.0,Premier League,2018/2019,Goalkeeper,Brighton & Hove Albion,3060.0,Australia,34.0,0.0,0.0,0.0,0.0,6.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,1.53,59.0,90.0,1530.0,0.0,0.06,398.0,389.0,122.0,15.0,28.0,Premier League,2019/2020,Goalkeeper,Brighton & Hove Albion,3420.0,Australia,38.0,0.0,0.0,0.0,0.0,9.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,67.0,90.0,0.0,0.0,0.0,405.0,377.0,100.0,18.0
400,Mathias Jattah-Njie Jørgensen,30,640828800,Premier League,2017/2018,Defender,Huddersfield Town,3420,Denmark,38,0,2,0,0,10,56,6,0,0.05,0.05,0.0,0,1.47,61,90,570,1710,0.16,401,202,126,18,30.0,Premier League,2018/2019,Defender,Huddersfield Town,2148.0,Denmark,24.0,3.0,1.0,0.0,0.0,3.0,37.0,6.0,0.0,0.17,0.04,0.13,716.0,1.55,58.0,90.0,358.0,2148.0,0.25,129.0,235.0,125.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Mathieu Debuchy,35,491356800,Premier League,2017/2018,Defender,Arsenal,0,France,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Matias Ezequiel Schelotto,31,611884800,Premier League,2017/2018,Defender,Brighton & Hove Albion,1316,Italy,20,0,0,0,0,2,29,3,0,0.0,0.0,0.0,0,1.98,45,66,439,0,0.21,293,316,172,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,Premier League,2019/2020,Defender,Brighton & Hove Albion,362.0,Italy,8.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.74,52.0,45.0,181.0,0.0,0.5,267.0,277.0,141.0,15.0
403,Matt Butcher,23,863568000,Premier League,2017/2018,Midfielder,AFC Bournemouth,0,England,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,23.0,Premier League,2018/2019,Midfielder,AFC Bournemouth,0.0,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Matt Macey,26,779068800,Premier League,2017/2018,Goalkeeper,Arsenal,0,England,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,Premier League,2019/2020,Goalkeeper,Arsenal,0.0,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
405,Matt Phillips,29,668822400,Premier League,2017/2018,Midfielder,West Bromwich Albion,2096,Scotland,30,2,2,0,0,8,31,3,0,0.17,0.09,0.09,1048,1.33,68,70,699,1048,0.13,163,137,-1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Matt Ritchie,31,621388800,Premier League,2017/2018,Midfielder,Newcastle United,2812,Scotland,35,3,5,0,0,9,34,6,0,0.26,0.16,0.1,937,1.09,83,80,469,562,0.19,149,74,-1,5,31.0,Premier League,2018/2019,Midfielder,Newcastle United,2940.0,Scotland,36.0,2.0,8.0,1.0,1.0,11.0,37.0,9.0,0.0,0.31,0.24,0.06,1470.0,1.13,79.0,82.0,327.0,368.0,0.28,216.0,46.0,-1.0,6.0,31.0,Premier League,2019/2020,Midfielder,Newcastle United,1316.0,Scotland,18.0,2.0,1.0,0.0,1.0,7.0,16.0,4.0,0.0,0.21,0.07,0.14,658.0,1.09,82.0,73.0,329.0,1316.0,0.27,113.0,184.0,-1.0,8.0
407,Matt Targett,25,811382400,Premier League,2017/2018,Defender,Southampton,167,England,2,0,0,0,0,0,6,0,0,0.0,0.0,0.0,0,3.23,28,84,0,0,0.0,-1,-1,-1,14,25.0,Premier League,2018/2019,Defender,Southampton,1185.0,England,16.0,1.0,3.0,0.0,0.0,1.0,24.0,2.0,0.0,0.3,0.23,0.08,1185.0,1.82,49.0,74.0,593.0,395.0,0.15,183.0,51.0,151.0,11.0,25.0,Premier League,2019/2020,Defender,Aston Villa,2295.0,England,28.0,1.0,2.0,0.0,0.0,5.0,37.0,4.0,0.0,0.12,0.08,0.04,2295.0,1.45,62.0,82.0,574.0,1148.0,0.16,234.0,165.0,115.0,9.0
408,Matteo Darmian,31,628560000,Premier League,2017/2018,Defender,Manchester United,442,Italy,8,0,0,0,0,4,3,0,0,0.0,0.0,0.0,0,0.61,147,55,0,0,0.0,379,411,8,20,31.0,Premier League,2018/2019,Defender,Manchester United,443.0,Italy,6.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,63.0,74.0,0.0,0.0,0.0,411.0,280.0,102.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Matthew Lowton,31,613353600,Premier League,2017/2018,Defender,Burnley,2294,England,26,0,3,0,0,8,23,1,0,0.12,0.12,0.0,0,0.9,100,88,2294,765,0.04,326,110,41,22,31.0,Premier League,2018/2019,Defender,Burnley,1748.0,England,21.0,0.0,0.0,0.0,0.0,4.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,1.8,50.0,83.0,250.0,0.0,0.36,378.0,342.0,150.0,22.0,31.0,Premier League,2019/2020,Defender,Burnley,1530.0,England,17.0,0.0,1.0,0.0,0.0,6.0,30.0,2.0,0.0,0.06,0.06,0.0,0.0,1.76,51.0,90.0,765.0,1530.0,0.12,318.0,195.0,143.0,20.0
410,Matty James,29,680140800,Premier League,2017/2018,Midfielder,Leicester City,995,England,13,0,0,0,0,4,14,2,0,0.0,0.0,0.0,0,1.27,71,77,498,0,0.18,336,307,-1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,Premier League,2019/2020,Midfielder,Leicester City,5.0,England,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,17.0
